tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp,is_sar,alert_id
108,42,41,WIRE,777.19,2011-01-08T00:00:00Z,False,-1
109,22,56,WIRE,523.7,2011-01-08T00:00:00Z,False,-1
110,98,72,DEPOSIT,885.22,2011-01-08T00:00:00Z,False,-1
111,69,17,WIRE,307.31,2011-01-08T00:00:00Z,False,-1
112,64,62,CREDIT,234.08,2011-01-08T00:00:00Z,True,0
113,80,39,DEPOSIT,298.27,2011-01-08T00:00:00Z,False,-1
114,44,43,DEPOSIT,525.36,2011-01-08T00:00:00Z,False,-1
115,13,26,DEPOSIT,750.71,2011-01-09T00:00:00Z,False,-1
116,12,6,WIRE,1011.87,2011-01-09T00:00:00Z,False,-1
117,21,44,CREDIT,679.87,2011-01-09T00:00:00Z,False,-1
118,91,48,CREDIT,557.35,2011-01-09T00:00:00Z,False,-1
119,55,39,CREDIT,491.02,2011-01-09T00:00:00Z,False,-1
120,92,78,DEPOSIT,138.33,2011-01-09T00:00:00Z,False,-1
121,54,31,CREDIT,631.97,2011-01-09T00:00:00Z,False,-1
122,13,34,CREDIT,117.72,2011-01-09T00:00:00Z,False,-1
123,32,27,DEPOSIT,282.28,2011-01-09T00:00:00Z,False,-1
124,87,79,DEPOSIT,485.78,2011-01-09T00:00:00Z,False,-1
125,53,32,CREDIT,664.51,2011-01-09T00:00:00Z,False,-1
126,18,99,DEPOSIT,271.06,2011-01-09T00:00:00Z,False,-1
127,90,82,DEPOSIT,616.13,2011-01-09T00:00:00Z,False,-1
128,99,74,DEPOSIT,797.54,2011-01-09T00:00:00Z,False,-1
129,19,28,CREDIT,773.3,2011-01-09T00:00:00Z,False,-1
130,62,5,DEPOSIT,360.51,2011-01-09T00:00:00Z,False,-1
131,89,96,CREDIT,749.58,2011-01-10T00:00:00Z,False,-1
132,45,28,WIRE,214.61,2011-01-10T00:00:00Z,True,1
133,56,20,CREDIT,414.22,2011-01-10T00:00:00Z,False,-1
134,20,64,CREDIT,442.67,2011-01-10T00:00:00Z,False,-1
135,94,40,CREDIT,905.91,2011-01-10T00:00:00Z,False,-1
136,56,25,TRANSFER,588.1,2011-01-10T00:00:00Z,False,-1
137,4,92,WIRE,116.99,2011-01-10T00:00:00Z,False,-1
138,17,77,CREDIT,722.79,2011-01-10T00:00:00Z,False,-1
139,15,47,CREDIT,592.84,2011-01-10T00:00:00Z,False,-1
140,46,38,CREDIT,423.58,2011-01-10T00:00:00Z,False,-1
141,3,87,DEPOSIT,145.26,2011-01-10T00:00:00Z,False,-1
142,77,68,CREDIT,192.6,2011-01-10T00:00:00Z,False,-1
143,55,0,CREDIT,976.61,2011-01-10T00:00:00Z,False,-1
144,10,91,CREDIT,873.67,2011-01-10T00:00:00Z,False,-1
145,29,34,CREDIT,760.85,2011-01-11T00:00:00Z,False,-1
146,71,29,DEPOSIT,818.68,2011-01-11T00:00:00Z,False,-1
147,59,7,DEPOSIT,642.36,2011-01-11T00:00:00Z,False,-1
148,76,51,DEPOSIT,303.82,2011-01-11T00:00:00Z,False,-1
149,83,13,CREDIT,400.58,2011-01-11T00:00:00Z,False,-1
150,79,88,DEPOSIT,666.45,2011-01-11T00:00:00Z,False,-1
151,60,17,WIRE,752.59,2011-01-12T00:00:00Z,False,-1
152,44,33,CREDIT,718.29,2011-01-12T00:00:00Z,False,-1
153,66,7,DEPOSIT,752.52,2011-01-12T00:00:00Z,False,-1
154,73,3,DEPOSIT,989.92,2011-01-12T00:00:00Z,False,-1
155,86,82,DEPOSIT,354.27,2011-01-12T00:00:00Z,False,-1
156,25,28,DEPOSIT,289.9,2011-01-12T00:00:00Z,False,-1
157,74,11,CREDIT,180.84,2011-01-12T00:00:00Z,False,-1
158,14,30,CREDIT,935.93,2011-01-12T00:00:00Z,False,-1
159,41,42,CREDIT,262.57,2011-01-12T00:00:00Z,False,-1
160,25,29,WIRE,533.94,2011-01-12T00:00:00Z,False,-1
161,8,73,CREDIT,216.31,2011-01-12T00:00:00Z,False,-1
162,15,32,WIRE,825.8,2011-01-12T00:00:00Z,False,-1
163,52,35,DEPOSIT,139.11,2011-01-12T00:00:00Z,False,-1
164,2,50,DEPOSIT,560.79,2011-01-12T00:00:00Z,False,-1
165,63,33,DEPOSIT,717.55,2011-01-12T00:00:00Z,False,-1
166,40,37,DEPOSIT,870.18,2011-01-12T00:00:00Z,False,-1
167,11,86,DEPOSIT,698.78,2011-01-12T00:00:00Z,False,-1
168,81,59,CREDIT,978.06,2011-01-12T00:00:00Z,False,-1
169,38,49,CREDIT,679.79,2011-01-12T00:00:00Z,False,-1
170,72,39,WIRE,770.39,2011-01-12T00:00:00Z,False,-1
171,50,2,DEPOSIT,860.68,2011-01-12T00:00:00Z,False,-1
172,54,28,CREDIT,441.84,2011-01-13T00:00:00Z,False,-1
173,0,55,DEPOSIT,462.86,2011-01-13T00:00:00Z,False,-1
174,18,46,WIRE,696.01,2011-01-13T00:00:00Z,False,-1
175,67,35,CREDIT,945.75,2011-01-13T00:00:00Z,False,-1
176,1,49,DEPOSIT,342.28,2011-01-13T00:00:00Z,False,-1
177,14,30,CREDIT,1004.62,2011-01-13T00:00:00Z,False,-1
178,75,65,CREDIT,547.72,2011-01-13T00:00:00Z,False,-1
179,58,2,DEPOSIT,242.31,2011-01-13T00:00:00Z,False,-1
180,88,17,WIRE,343.89,2011-01-13T00:00:00Z,False,-1
181,51,30,DEPOSIT,203.88,2011-01-13T00:00:00Z,False,-1
182,65,24,WIRE,257.41,2011-01-13T00:00:00Z,False,-1
183,57,8,CREDIT,204.22,2011-01-13T00:00:00Z,False,-1
184,84,99,DEPOSIT,255.79,2011-01-13T00:00:00Z,False,-1
185,5,87,DEPOSIT,174.5,2011-01-13T00:00:00Z,False,-1
186,66,32,DEPOSIT,744.91,2011-01-13T00:00:00Z,False,-1
187,6,93,WIRE,623.42,2011-01-13T00:00:00Z,False,-1
188,64,15,DEPOSIT,128.84,2011-01-14T00:00:00Z,False,-1
189,70,9,DEPOSIT,873.7,2011-01-14T00:00:00Z,False,-1
190,7,79,CREDIT,845.21,2011-01-14T00:00:00Z,False,-1
191,68,34,DEPOSIT,536.26,2011-01-14T00:00:00Z,False,-1
192,93,10,DEPOSIT,714.98,2011-01-14T00:00:00Z,False,-1
193,95,84,DEPOSIT,727.53,2011-01-14T00:00:00Z,False,-1
194,61,1,CREDIT,324.66,2011-01-14T00:00:00Z,False,-1
195,24,90,WIRE,143.82,2011-01-14T00:00:00Z,False,-1
196,96,68,WIRE,117.67,2011-01-14T00:00:00Z,False,-1
197,85,47,TRANSFER,165.21,2011-01-14T00:00:00Z,False,-1
198,69,48,CREDIT,866.71,2011-01-14T00:00:00Z,False,-1
199,40,45,CREDIT,741.49,2011-01-14T00:00:00Z,False,-1
200,78,14,WIRE,831.44,2011-01-14T00:00:00Z,False,-1
201,23,98,CREDIT,635.86,2011-01-14T00:00:00Z,False,-1
202,55,40,CREDIT,339.42,2011-01-14T00:00:00Z,False,-1
203,42,36,DEPOSIT,352.21,2011-01-14T00:00:00Z,False,-1
204,82,97,WIRE,627.4,2011-01-14T00:00:00Z,False,-1
205,21,99,WIRE,949.65,2011-01-14T00:00:00Z,False,-1
206,97,47,CREDIT,531.56,2011-01-15T00:00:00Z,False,-1
207,9,77,CREDIT,397.9,2011-01-15T00:00:00Z,False,-1
208,69,17,DEPOSIT,794.48,2011-01-15T00:00:00Z,False,-1
209,98,2,CREDIT,915.83,2011-01-15T00:00:00Z,False,-1
210,80,12,CREDIT,885.98,2011-01-15T00:00:00Z,False,-1
211,63,62,CREDIT,234.08,2011-01-15T00:00:00Z,True,0
212,22,92,WIRE,886.01,2011-01-15T00:00:00Z,False,-1
213,52,41,WIRE,458.52,2011-01-15T00:00:00Z,False,-1
214,16,61,WIRE,394.63,2011-01-15T00:00:00Z,False,-1
215,59,35,WIRE,636.9,2011-01-15T00:00:00Z,False,-1
216,60,43,CREDIT,230.51,2011-01-15T00:00:00Z,False,-1
217,13,77,CREDIT,166.18,2011-01-16T00:00:00Z,False,-1
218,58,31,CREDIT,474.05,2011-01-16T00:00:00Z,False,-1
219,76,44,DEPOSIT,848.22,2011-01-16T00:00:00Z,False,-1
220,53,32,WIRE,151.09,2011-01-16T00:00:00Z,False,-1
221,70,39,CREDIT,520.78,2011-01-16T00:00:00Z,False,-1
222,87,98,DEPOSIT,505.82,2011-01-16T00:00:00Z,False,-1
223,19,85,DEPOSIT,642.26,2011-01-16T00:00:00Z,False,-1
224,99,87,DEPOSIT,574.48,2011-01-16T00:00:00Z,False,-1
225,44,27,WIRE,621.01,2011-01-16T00:00:00Z,False,-1
226,12,5,DEPOSIT,210.32,2011-01-16T00:00:00Z,False,-1
227,92,94,CREDIT,916.49,2011-01-16T00:00:00Z,False,-1
228,91,73,CREDIT,103.77,2011-01-16T00:00:00Z,False,-1
229,90,2,CREDIT,417.85,2011-01-16T00:00:00Z,False,-1
230,24,26,CREDIT,365.53,2011-01-16T00:00:00Z,False,-1
231,18,46,WIRE,344.82,2011-01-16T00:00:00Z,False,-1
232,62,5,CREDIT,449.05,2011-01-16T00:00:00Z,False,-1
233,89,51,CREDIT,345.24,2011-01-17T00:00:00Z,False,-1
234,77,34,DEPOSIT,283.52,2011-01-17T00:00:00Z,False,-1
235,17,60,CREDIT,596.24,2011-01-17T00:00:00Z,False,-1
236,4,89,CREDIT,932.04,2011-01-17T00:00:00Z,False,-1
237,83,38,CREDIT,196.03,2011-01-17T00:00:00Z,False,-1
238,94,33,WIRE,492.03,2011-01-17T00:00:00Z,False,-1
239,55,0,CREDIT,101.65,2011-01-17T00:00:00Z,False,-1
240,56,20,CREDIT,157.64,2011-01-17T00:00:00Z,False,-1
241,42,47,CREDIT,735.48,2011-01-17T00:00:00Z,False,-1
242,20,56,WIRE,637.18,2011-01-17T00:00:00Z,False,-1
243,3,73,DEPOSIT,465.44,2011-01-17T00:00:00Z,False,-1
244,10,93,WIRE,793.99,2011-01-17T00:00:00Z,False,-1
245,75,25,CREDIT,728.31,2011-01-17T00:00:00Z,False,-1
246,79,92,CREDIT,353.42,2011-01-18T00:00:00Z,False,-1
247,76,32,DEPOSIT,757.12,2011-01-18T00:00:00Z,False,-1
248,36,34,CREDIT,346.98,2011-01-18T00:00:00Z,False,-1
249,59,7,CREDIT,229.62,2011-01-18T00:00:00Z,False,-1
250,83,88,WIRE,303.14,2011-01-18T00:00:00Z,False,-1
251,71,29,DEPOSIT,310.63,2011-01-18T00:00:00Z,False,-1
252,66,7,DEPOSIT,510.63,2011-01-19T00:00:00Z,False,-1
253,50,2,CREDIT,816.05,2011-01-19T00:00:00Z,False,-1
254,72,39,WIRE,360.7,2011-01-19T00:00:00Z,False,-1
255,81,63,DEPOSIT,234.89,2011-01-19T00:00:00Z,False,-1
256,8,57,DEPOSIT,932.22,2011-01-19T00:00:00Z,False,-1
257,60,17,CREDIT,210.61,2011-01-19T00:00:00Z,False,-1
258,52,35,CREDIT,123.18,2011-01-19T00:00:00Z,False,-1
259,11,26,DEPOSIT,193.02,2011-01-19T00:00:00Z,False,-1
260,15,47,CREDIT,962.96,2011-01-19T00:00:00Z,False,-1
261,58,33,CREDIT,450.76,2011-01-19T00:00:00Z,False,-1
262,86,94,CREDIT,447.95,2011-01-19T00:00:00Z,False,-1
263,74,11,CREDIT,174.0,2011-01-19T00:00:00Z,False,-1
264,37,28,WIRE,214.61,2011-01-19T00:00:00Z,True,1
265,26,28,DEPOSIT,861.81,2011-01-19T00:00:00Z,False,-1
266,56,49,DEPOSIT,433.18,2011-01-19T00:00:00Z,False,-1
267,2,86,WIRE,725.66,2011-01-19T00:00:00Z,False,-1
268,69,42,WIRE,849.8,2011-01-19T00:00:00Z,False,-1
269,80,37,DEPOSIT,472.47,2011-01-19T00:00:00Z,False,-1
270,44,30,DEPOSIT,888.26,2011-01-19T00:00:00Z,False,-1
271,73,3,DEPOSIT,652.19,2011-01-19T00:00:00Z,False,-1
272,35,29,DEPOSIT,695.04,2011-01-19T00:00:00Z,False,-1
273,63,33,DEPOSIT,749.43,2011-01-19T00:00:00Z,False,-1
274,14,16,TRANSFER,506.24,2011-01-20T00:00:00Z,False,-1
275,5,33,WIRE,571.81,2011-01-20T00:00:00Z,False,-1
276,0,27,DEPOSIT,1057.04,2011-01-20T00:00:00Z,False,-1
277,76,32,DEPOSIT,246.15,2011-01-20T00:00:00Z,False,-1
278,1,97,DEPOSIT,737.9,2011-01-20T00:00:00Z,False,-1
279,67,35,CREDIT,725.82,2011-01-20T00:00:00Z,False,-1
280,58,2,DEPOSIT,531.04,2011-01-20T00:00:00Z,False,-1
281,57,8,DEPOSIT,640.17,2011-01-20T00:00:00Z,False,-1
282,75,73,DEPOSIT,103.65,2011-01-20T00:00:00Z,False,-1
283,54,28,WIRE,299.78,2011-01-20T00:00:00Z,False,-1
284,62,46,DEPOSIT,411.03,2011-01-20T00:00:00Z,False,-1
285,84,19,DEPOSIT,560.06,2011-01-20T00:00:00Z,False,-1
286,65,24,DEPOSIT,586.25,2011-01-20T00:00:00Z,False,-1
287,88,89,DEPOSIT,145.14,2011-01-20T00:00:00Z,False,-1
288,51,30,DEPOSIT,924.92,2011-01-20T00:00:00Z,False,-1
289,6,30,CREDIT,607.82,2011-01-20T00:00:00Z,False,-1
290,82,8,DEPOSIT,580.16,2011-01-21T00:00:00Z,False,-1
291,61,1,CREDIT,699.77,2011-01-21T00:00:00Z,False,-1
292,50,45,DEPOSIT,922.53,2011-01-21T00:00:00Z,False,-1
293,55,36,DEPOSIT,226.06,2011-01-21T00:00:00Z,False,-1
294,23,50,DEPOSIT,789.79,2011-01-21T00:00:00Z,False,-1
295,68,34,CREDIT,990.94,2011-01-21T00:00:00Z,False,-1
296,78,80,DEPOSIT,657.0,2011-01-21T00:00:00Z,False,-1
297,74,48,WIRE,416.72,2011-01-21T00:00:00Z,False,-1
298,24,65,CREDIT,1042.65,2011-01-21T00:00:00Z,False,-1
299,95,43,CREDIT,747.68,2011-01-21T00:00:00Z,False,-1
300,85,66,CREDIT,447.2,2011-01-21T00:00:00Z,False,-1
301,96,70,DEPOSIT,794.72,2011-01-21T00:00:00Z,False,-1
302,64,15,CREDIT,626.96,2011-01-21T00:00:00Z,False,-1
303,93,98,DEPOSIT,622.72,2011-01-21T00:00:00Z,False,-1
304,21,81,CREDIT,841.13,2011-01-21T00:00:00Z,False,-1
305,61,40,WIRE,612.52,2011-01-21T00:00:00Z,False,-1
306,70,9,CREDIT,199.86,2011-01-21T00:00:00Z,False,-1
307,7,22,WIRE,273.36,2011-01-21T00:00:00Z,False,-1
308,97,64,CREDIT,670.14,2011-01-22T00:00:00Z,False,-1
309,68,41,WIRE,747.65,2011-01-22T00:00:00Z,False,-1
310,22,99,CREDIT,988.91,2011-01-22T00:00:00Z,False,-1
311,66,43,DEPOSIT,929.56,2011-01-22T00:00:00Z,False,-1
312,16,50,DEPOSIT,368.99,2011-01-22T00:00:00Z,False,-1
313,98,47,CREDIT,489.97,2011-01-22T00:00:00Z,False,-1
314,9,38,DEPOSIT,858.16,2011-01-22T00:00:00Z,False,-1
315,69,17,DEPOSIT,677.13,2011-01-22T00:00:00Z,False,-1
316,73,62,DEPOSIT,234.08,2011-01-22T00:00:00Z,True,0
317,80,97,CREDIT,892.67,2011-01-22T00:00:00Z,False,-1
318,87,35,WIRE,422.74,2011-01-22T00:00:00Z,False,-1
319,90,39,CREDIT,653.6,2011-01-23T00:00:00Z,False,-1
320,18,96,CREDIT,504.49,2011-01-23T00:00:00Z,False,-1
321,45,27,DEPOSIT,852.52,2011-01-23T00:00:00Z,False,-1
322,63,31,DEPOSIT,774.07,2011-01-23T00:00:00Z,False,-1
323,99,32,CREDIT,435.72,2011-01-23T00:00:00Z,False,-1
324,92,99,DEPOSIT,662.04,2011-01-23T00:00:00Z,False,-1
325,72,39,WIRE,253.34,2011-01-23T00:00:00Z,False,-1
326,19,7,DEPOSIT,642.28,2011-01-23T00:00:00Z,False,-1
327,36,26,CREDIT,905.54,2011-01-23T00:00:00Z,False,-1
328,91,71,CREDIT,408.06,2011-01-23T00:00:00Z,False,-1
329,79,44,WIRE,485.3,2011-01-23T00:00:00Z,False,-1
330,62,5,CREDIT,181.38,2011-01-23T00:00:00Z,False,-1
331,53,32,DEPOSIT,831.26,2011-01-23T00:00:00Z,False,-1
332,12,97,CREDIT,331.62,2011-01-23T00:00:00Z,False,-1
333,87,97,WIRE,404.49,2011-01-23T00:00:00Z,False,-1
334,13,26,DEPOSIT,520.37,2011-01-23T00:00:00Z,False,-1
335,4,24,DEPOSIT,416.17,2011-01-24T00:00:00Z,False,-1
336,20,55,CREDIT,925.06,2011-01-24T00:00:00Z,False,-1
337,56,20,CREDIT,843.76,2011-01-24T00:00:00Z,False,-1
338,3,47,CREDIT,995.05,2011-01-24T00:00:00Z,False,-1
339,77,47,DEPOSIT,747.69,2011-01-24T00:00:00Z,False,-1
340,88,38,CREDIT,748.16,2011-01-24T00:00:00Z,False,-1
341,77,47,DEPOSIT,299.7,2011-01-24T00:00:00Z,False,-1
342,55,0,CREDIT,730.88,2011-01-24T00:00:00Z,False,-1
343,89,42,CREDIT,899.54,2011-01-24T00:00:00Z,False,-1
344,17,69,DEPOSIT,415.18,2011-01-24T00:00:00Z,False,-1
345,94,44,CREDIT,484.23,2011-01-24T00:00:00Z,False,-1
346,81,25,DEPOSIT,664.48,2011-01-24T00:00:00Z,False,-1
347,10,78,DEPOSIT,347.42,2011-01-24T00:00:00Z,False,-1
348,71,29,DEPOSIT,652.8,2011-01-25T00:00:00Z,False,-1
349,59,7,CREDIT,395.19,2011-01-25T00:00:00Z,False,-1
350,77,34,DEPOSIT,576.76,2011-01-25T00:00:00Z,False,-1
351,83,96,CREDIT,783.15,2011-01-25T00:00:00Z,False,-1
352,76,61,CREDIT,769.08,2011-01-25T00:00:00Z,False,-1
353,79,86,DEPOSIT,906.14,2011-01-25T00:00:00Z,False,-1
354,15,22,DEPOSIT,513.58,2011-01-26T00:00:00Z,False,-1
355,52,35,DEPOSIT,756.23,2011-01-26T00:00:00Z,False,-1
356,73,3,DEPOSIT,738.88,2011-01-26T00:00:00Z,False,-1
357,86,56,WIRE,881.89,2011-01-26T00:00:00Z,False,-1
358,83,33,CREDIT,164.61,2011-01-26T00:00:00Z,False,-1
359,74,11,CREDIT,994.49,2011-01-26T00:00:00Z,False,-1
360,72,39,WIRE,951.13,2011-01-26T00:00:00Z,False,-1
361,66,7,DEPOSIT,351.6,2011-01-26T00:00:00Z,False,-1
362,8,66,DEPOSIT,462.02,2011-01-26T00:00:00Z,False,-1
363,59,49,WIRE,421.06,2011-01-26T00:00:00Z,False,-1
364,81,8,WIRE,864.6,2011-01-26T00:00:00Z,False,-1
365,88,37,WIRE,189.7,2011-01-26T00:00:00Z,False,-1
366,11,98,WIRE,674.34,2011-01-26T00:00:00Z,False,-1
367,63,33,DEPOSIT,584.07,2011-01-26T00:00:00Z,False,-1
368,70,42,DEPOSIT,147.12,2011-01-26T00:00:00Z,False,-1
369,92,30,DEPOSIT,723.24,2011-01-26T00:00:00Z,False,-1
370,50,2,DEPOSIT,368.17,2011-01-26T00:00:00Z,False,-1
371,60,17,CREDIT,157.39,2011-01-26T00:00:00Z,False,-1
372,66,29,CREDIT,688.09,2011-01-26T00:00:00Z,False,-1
373,27,28,CREDIT,112.19,2011-01-26T00:00:00Z,False,-1
374,2,58,DEPOSIT,586.62,2011-01-26T00:00:00Z,False,-1
375,67,35,DEPOSIT,169.56,2011-01-27T00:00:00Z,False,-1
376,84,89,TRANSFER,230.32,2011-01-27T00:00:00Z,False,-1
377,0,55,DEPOSIT,556.64,2011-01-27T00:00:00Z,False,-1
378,54,28,CREDIT,480.17,2011-01-27T00:00:00Z,False,-1
379,6,94,DEPOSIT,473.15,2011-01-27T00:00:00Z,False,-1
